,S_AE,S_An,S_En,S_AF,S_EF,S_nF,S_A,S_E,S_n,S_F,V_tot
102,2.1268460123216033e-13,1.4112196427402327e-12,1.2903351573657824e-12,6.209745704193045e-13,5.59311776214311e-13,1.4442561146494283e-12,1.6809082761486333e-13,1.499835737297755e-13,7.378018740275787e-13,2.5348273451689935e-13,7.319463699389593e-12
103,4.19964796670355e-13,1.5344423756416496e-12,1.4148638786002993e-12,8.069983101585121e-13,7.888396959012719e-13,1.8891009001826137e-12,3.5635875097227245e-13,3.5002309492148053e-13,1.0495821262784166e-12,2.9998243152719203e-13,7.394577130867526e-12
104,6.749029037530921e-13,1.6013078651600785e-12,1.5294337671548773e-12,1.0307067843725964e-12,1.0878312631053065e-12,2.2994033817013876e-12,5.803700527859167e-13,6.046434950400943e-13,1.3052414246219027e-12,3.687573533520099e-13,7.425450750520458e-12
105,9.251668931320636e-13,1.5976324199012318e-12,1.604536639273981e-12,1.2608978155085754e-12,1.4047259697152803e-12,2.627357047072174e-12,7.956733297090381e-13,8.602585603238407e-13,1.464342194551122e-12,4.604633677998946e-13,7.380890933264354e-12
106,1.1285359530421021e-12,1.5251893571069261e-12,1.6238007912328032e-12,1.4737028037633625e-12,1.6974626590357319e-12,2.8458472751625956e-12,9.670598248589617e-13,1.072696042095772e-12,1.5086012927785519e-12,5.747971591288455e-13,7.245965563629032e-12
107,1.258111045970413e-12,1.3991029179666073e-12,1.5849528565539237e-12,1.6543261493294345e-12,1.9380278894720434e-12,2.9487543893771447e-12,1.0727497667486384e-12,1.2129319242130411e-12,1.4412581651001704e-12,7.09895125477238e-13,7.02233591020016e-12
108,1.3033584226749961e-12,1.242983445001621e-12,1.4975849771635497e-12,1.7966157983625193e-12,2.1131766645850584e-12,2.947365799731061e-12,1.1050264339476552e-12,1.2685669305341404e-12,1.2825148479252795e-12,8.621284330880113e-13,6.7252002514008584e-12
109,1.2679654532952542e-12,1.083396715137997e-12,1.3790596703703866e-12,1.901239201658115e-12,2.222327593589175e-12,2.8646407971598696e-12,1.0682000978121661e-12,1.2419512727444367e-12,1.0629687899276046e-12,1.0262845183995657e-12,6.378343955250477e-12
110,1.165860664070595e-12,9.44965841454327e-13,1.249913338866135e-12,1.9732790637430874e-12,2.2739177066300905e-12,2.7290095619362987e-12,9.750781650703487e-13,1.1462977533011494e-12,8.168339260441836e-13,1.196037427293031e-12,6.008785815092801e-12
111,1.0166841507974413e-12,8.468891948013538e-13,1.1298096338577628e-12,2.019898273998656e-12,2.2813889449984456e-12,2.5689614884840517e-12,8.430406086991204e-13,1.0011023305547363e-12,5.762472707929002e-13,1.3645695059237508e-12,5.642152426839402e-12
112,8.416697778151144e-13,8.011311005953472e-13,1.0346467151398277e-12,2.0484742445085855e-12,2.259645591808769e-12,2.409121605119167e-12,6.905281649738521e-13,8.278878072676484e-13,3.6734107831327693e-13,1.525209581686138e-12,5.2994155210903356e-12
113,6.6049225080703e-13,8.121365411890812e-13,9.749980268448033e-13,2.065363042612433e-12,2.2224335206393896e-12,2.268006040625407e-12,5.343954838535423e-13,6.468788003777504e-13,2.0821267980879016e-13,1.671983211671609e-12,4.995161810889101e-12
114,4.892649465775728e-13,8.776864795544153e-13,9.557551260707792e-13,2.0752747924878884e-12,2.180758760019205e-12,2.157283814890606e-12,3.882675479307961e-13,4.74836816163781e-13,1.0854275198442631e-13,1.800012600418835e-12,4.7372269871873446e-12
115,3.396109763135642e-13,9.90434310738507e-13,9.766690893262415e-13,2.0811381606838457e-12,2.142235292044267e-12,2.0821750613072434e-12,2.6181643424978417e-13,3.240037880180784e-13,7.04163500926272e-14,1.90574447734305e-12,4.527341328294812e-12
116,2.1858248036611155e-13,1.1397015445978379e-12,1.0334362499183417e-12,2.0842936163926302e-12,2.1111346202255567e-12,2.0425600189316356e-12,1.6075492754960785e-13,2.0193892667278905e-13,8.985798311978203e-14,1.987015892213087e-12,4.362383473202986e-12
117,1.291529277038452e-13,1.3132102055749565e-12,1.1190066706038527e-12,2.0848623259137977e-12,2.0888802602685693e-12,2.0344131346123482e-12,8.730592877290449e-14,1.1197169248329118e-13,1.5865020942156663e-13,2.042987750349569e-12,4.23587926315619e-12
118,7.102317375632713e-14,1.4985471398712423e-12,1.2248700118589817e-12,2.0821690379872995e-12,2.074757581320044e-12,2.0512660385758806e-12,4.092452697037368e-14,5.4002882361145314e-14,2.66113287986977e-13,2.073984680424191e-12,4.139470180417125e-12
119,4.1533475618053877e-14,1.6842626150288242e-12,1.3421615274593357e-12,2.0751366084857854e-12,2.066664225653177e-12,2.0855056541737962e-12,1.9096408469759707e-14,2.543479759808739e-14,4.0064182368972454e-13,2.0812800772946223e-12,4.064175735401527e-12
120,3.6536633989734914e-14,1.8605878215381455e-12,1.4625103933214106e-12,2.0626063686818008e-12,2.061787106281304e-12,2.129406181145681e-12,1.809159838936352e-14,2.207494771143778e-14,5.508985848290512e-13,2.066859993741806e-12,4.001363693872022e-12
121,5.114655672852648e-14,2.0198095574767157e-12,1.5786135255303353e-12,2.043567182624184e-12,2.0571457259774334e-12,2.1758650158336554e-12,3.360353503157855e-14,3.891901021147704e-14,7.066444554441894e-13,2.033191767631808e-12,3.943410423149967e-12
122,8.032404162891859e-14,2.1563685627129724e-12,1.6845582106507408e-12,2.0172954352620302e-12,2.0499824289156992e-12,2.218860340081978e-12,6.124388188317593e-14,7.076894916122504e-14,8.59234918550771e-13,1.983014960296899e-12,3.884078509326623e-12
123,1.1929516951873265e-13,2.266756755089855e-12,1.7759385823436172e-12,1.983419266485558e-12,2.0380072497300856e-12,2.2536747538963975e-12,9.689164641163774e-14,1.1267830899080552e-13,1.0018410979443555e-12,1.9191646778282807e-12,3.81866287389621e-12
124,1.6381840961931877e-13,2.349284622071225e-12,1.8498185982841082e-12,1.941925035905314e-12,2.0195200792040856e-12,2.276939836527328e-12,1.3691221370328741e-13,1.602394189233642e-13,1.1294630606522757e-12,1.8444313141548172e-12,3.7439648687999155e-12
125,2.1032695940955573e-13,2.4037789761110787e-12,1.9045923948586228e-12,1.8931243557223014e-12,1.993438866664055e-12,2.286556157674068e-12,1.7827017812863003e-13,2.097390564204157e-13,1.2388008699039927e-12,1.761456379408634e-12,3.658151566598695e-12
126,2.5597595142801703e-13,2.431257497442387e-12,1.939785798128033e-12,1.8375978788910775e-12,1.9592625504179343e-12,2.281536595764815e-12,2.1856199145513115e-13,2.582130555198232e-13,1.328039961586136e-12,1.6726612440888597e-12,3.5605492856033688e-12
127,2.986226617277729e-13,2.4336127992109502e-12,1.9558334256966413e-12,1.7761287428828497e-12,1.91699392069048e-12,2.261811321360798e-12,2.559927749956173e-13,3.034292295158629e-13,1.3965956710027562e-12,1.5802040714679372e-12,3.4514097616822774e-12
128,3.3676388328278817e-13,2.413326759150347e-12,1.9538562823014726e-12,1.709635059859664e-12,1.8670425880158666e-12,2.228022809702348e-12,2.89317984894015e-13,3.4382407784519795e-13,1.4448497365651459e-12,1.4859596125367688e-12,3.3316766059301582e-12
129,3.6944969594515744e-13,2.3732262619721342e-12,1.935456227833105e-12,1.6391076461723386e-12,1.8101229308142691e-12,2.1813301389178668e-12,3.1776624530472253e-13,3.784136994733718e-13,1.4739008440858045e-12,1.391516598463109e-12,3.2027701022830376e-12
130,3.961879376161221e-13,2.3162843849555868e-12,1.902536733745423e-12,1.5655565522991062e-12,1.7471570731750343e-12,2.1232342769356043e-12,3.409553730818606e-13,4.066941990031308e-13,1.4853424412691902e-12,1.29818793270441e-12,3.0664006094601136e-12
131,4.168492969928598e-13,2.2454661940879773e-12,1.85715406912979e-12,1.4899679574793433e-12,1.679188953879929e-12,2.055430249469093e-12,3.5880984432146535e-13,4.28542250906282e-13,1.4810743083462208e-12,1.2070295634023302e-12,2.9244149646812616e-12
132,4.3157934402207e-13,2.163615301548274e-12,1.801399345879288e-12,1.413271592320804e-12,1.6073124873411682e-12,1.9796879149567374e-12,3.7148488045975347e-13,4.441226587802773e-13,1.4631495670252168e-12,1.11886466839167e-12,2.778676188495884e-12
133,4.4072103413546584e-13,2.0733757328259446e-12,1.7373094546609637e-12,1.3363179540719074e-12,1.5326146315424878e-12,1.8977603077340522e-12,3.7929998165482655e-13,4.538067756842466e-13,1.4336556437063806e-12,1.0343105195071796e-12,2.630974171036905e-12
134,4.447492009710992e-13,1.977143060413176e-12,1.6668035535436326e-12,1.2598640735066585e-12,1.4561327357224872e-12,1.8113168558832387e-12,3.8268304134800006e-13,4.581034801651248e-13,1.3946258236860415e-12,9.538060571357112e-13,2.482963550548025e-12
135,4.4421717150473165e-13,1.877038842186451e-12,1.5916411547245488e-12,1.1845663729679335e-12,1.3788246851968625e-12,1.7218979496752284e-12,3.821250305243686e-13,4.576029119382067e-13,1.3479771048360073e-12,8.776387742540761e-13,2.336124362324027e-12
136,4.3971476445362317e-13,1.7749028912133714e-12,1.513397755632843e-12,1.1109791308812595e-12,1.3015499397097143e-12,1.63088708108911e-12,3.7814452579318586e-13,4.529322234387978e-13,1.2954697915136441e-12,8.059699744480888e-13,2.1917409724326655e-12
137,4.318364407963465e-13,1.672298604706743e-12,1.4334541895857174e-12,1.0395571657623418e-12,1.2250594429099584e-12,1.5394968930982173e-12,3.7126096190439596e-13,4.447220651299518e-13,1.2386844288214188e-12,7.388578345247823e-13,2.050895102657492e-12
138,4.211581547859587e-13,1.5705273579149002e-12,1.352996285363299e-12,9.706615180319508e-13,1.1499924568914657e-12,1.4487658155314377e-12,3.619753227037286e-13,4.335822771326521e-13,1.1790120867739744e-12,6.762779800122158e-13,1.9144692414681542e-12
139,4.082214162144356e-13,1.4706487362573155e-12,1.273021922971971e-12,9.04567101697951e-13,1.0768785659392992e-12,1.3595624117024748e-12,3.507569690713242e-13,4.200852125133243e-13,1.1176545363968694e-12,6.181414841884394e-13,1.783157307736113e-12
140,3.935231517479727e-13,1.3735040841151152e-12,1.1943530861859354e-12,8.414714949058277e-13,1.0061433393912308e-12,1.272595041193586e-12,3.3803538063429853e-13,4.047551951308256e-13,1.0556314289398694e-12,5.643103422787192e-13,1.6574800145637972e-12
141,3.7751009494283436e-13,1.2797414650245714e-12,1.1176509986444444e-12,7.815042224924677e-13,9.381164049541757e-13,1.188424911163064e-12,3.241957179209396e-13,3.8806276334097515e-13,9.93792140485311e-13,5.146105649325818e-13,1.5378029241650882e-12
142,3.6057660605810533e-13,1.1898406464540137e-12,1.0434328657569762e-12,7.247360466136621e-13,8.730409359542327e-13,1.1074810135321286e-12,3.095772641005763e-13,3.7042253224018124e-13,9.328304456448044e-13,4.688430906257629e-13,1.4243556664481732e-12
143,3.4306500076377287e-13,1.1041371445939936e-12,9.720891187460372e-13,6.711879196996295e-13,8.110837842535899e-13,1.0300758148356462e-12,2.944739612867493e-13,3.5219369616901685e-13,8.73300620459826e-13,4.267927447971087e-13,1.3172512035231417e-12
144,3.252676368438351e-13,1.0228446986877337e-12,9.039003678917123e-13,6.208393671406574e-13,7.523456880461715e-13,9.564208752259804e-13,2.7913640383165923e-13,3.336823741930312e-13,8.156339414791205e-13,3.882354822114977e-13,1.2165043589053629e-12
145,3.0743016184958333e-13,9.460758014658775e-13,8.390535227752228e-13,5.736361568064797e-13,6.968711485431604e-13,8.866418250167365e-13,2.6377478360467496e-13,3.151451652661505e-13,7.601548475109454e-13,3.529441444062936e-13,1.1220490984624923e-12
146,2.8975545861129184e-13,8.73860104364859e-13,7.776567341393892e-13,5.294971814912305e-13,6.446577028194525e-13,8.207923263580701e-13,2.485623970485514e-13,2.9679342260314194e-13,7.07096268743621e-13,3.2069295087140207e-13,1.0337542579062326e-12
147,2.72407938599582e-13,8.061606551672295e-13,7.197529624259327e-13,4.88320531645836e-13,5.956644247733562e-13,7.588668009741709e-13,2.336394203279598e-13,2.78797877351897e-13,6.566138126585882e-13,2.912609243547311e-13,9.514375677836427e-13
148,2.5551792621287066e-13,7.4288802232898e-13,6.653320897303454e-13,4.499887724842916e-13,5.498195660423359e-13,7.008118196202572e-13,2.191167380191961e-13,2.612933408263597e-13,6.087986357833191e-13,2.644344299360105e-13,8.748779404681322e-13
149,2.391859519435069e-13,6.839124239032395e-13,6.143415721052827e-13,4.1437346456120076e-13,5.070273077815657e-13,6.465361320596589e-13,2.0507967423893162e-13,2.4438329425886663e-13,5.636889329230253e-13,2.4000898605213477e-13,8.038260629567674e-13
150,2.2348683136132837e-13,6.290740175996155e-13,5.666956843541436e-13,3.8133898279138007e-13,4.671736363153449e-13,5.959193742641491e-13,1.9159152491904138e-13,2.2814423771465084e-13,5.212800484228986e-13,2.177904846795305e-13,7.380133917610837e-13
151,2.0847345232602642e-13,5.781915285947541e-13,5.222834452925927e-13,3.507456978160669e-13,4.30131384283042e-13,5.488195277924359e-13,1.7869682820493655e-13,2.1262971804866203e-13,4.815332636501403e-13,1.97595938151271e-13,6.771596781569321e-13
152,1.9418022713920217e-13,5.31069398462485e-13,4.809753326282769e-13,3.2245258739577644e-13,3.95764497046475e-13,5.050792295576639e-13,1.6642433871775091e-13,1.9787399207336783e-13,4.443833466605419e-13,1.7925385202870596e-13,6.209791687709363e-13
153,1.806261915735911e-13,4.87503636077424e-13,4.4262890694036146e-13,2.9631934561518476e-13,3.639315943551811e-13,4.645310423206596e-13,1.5478969248241762e-13,1.8389530770826284e-13,4.097449683922073e-13,1.6260430727598426e-13,5.691856321542891e-13
154,1.678177507255213e-13,4.4728654271210727e-13,4.070934668085516e-13,2.7220805525006304e-13,3.3448890166229405e-13,4.2700180032021576e-13,1.4379776428692356e-13,1.7069880479041677e-13,3.775180982929172e-13,1.4749882074315778e-13,5.214963599684758e-13
155,1.5575108400663315e-13,4.102104711357462e-13,3.742138543372267e-13,2.499844845856087e-13,3.072926257249207e-13,3.9231614291260896e-13,1.3344472944079443e-13,1.5827905013108497e-13,3.4759249388584963e-13,1.338000405982249e-13,4.776352842611763e-13
156,1.4441422963136507e-13,3.760707640681043e-13,3.4383352398592925e-13,2.2951906493719264e-13,2.8220084651280065e-13,3.6029934380959276e-13,1.2371984846914285e-13,1.466222297131056e-13,3.1985139560219097e-13,1.2138132274223353e-13,4.373353419947918e-13
157,1.337888737419917e-13,3.446680020817491e-13,3.1579697914007754e-13,2.106875996272368e-13,2.590749930008469e-13,3.307795358924925e-13,1.146069971142176e-13,1.3570802578851528e-13,2.9417453193788685e-13,1.1012622523703359e-13,4.0034020594638115e-13
158,1.2385187169761065e-13,3.158096758351445e-13,2.899516712478039e-13,1.933717495484218e-13,2.377809648920193e-13,3.0358942269296095e-13,1.0608596585235511e-13,1.2551120896577898e-13,2.704405318715922e-13,9.992795020648374e-14,3.6640548836393706e-13
159,1.1457652971778718e-13,2.8931138292900004e-13,2.6614944634249947e-13,1.7745933495810665e-13,2.181899562527591e-13,2.785675582106286e-13,9.813355353712299e-14,1.1600297590253403e-13,2.485288324217105e-13,9.068875636398349e-14,3.3529951106104664e-13
160,1.0593367453946016e-13,2.6499763606587645e-13,2.442476138693504e-13,1.6284448794615924e-13,2.0017903085630374e-13,2.5555926732516843e-13,9.072447919543462e-14,1.0715206249491936e-13,2.2832115987233663e-13,8.231936010573746e-14,3.068037234436541e-13
161,9.789253741837928e-14,2.4270235674601323e-13,2.241097032707442e-13,1.4942768520689417e-13,1.8363149297550848e-13,2.344172699966819e-13,8.383213476663385e-14,9.892566091112153e-14,2.0970265399990266e-13,7.473833883620526e-14,2.8071283858863794e-13
162,9.042147698785877e-14,2.2226911754860106e-13,2.0560596497215493e-13,1.371156863716837e-13,1.6843709163642568e-13,2.1500206396545726e-13,7.74291999424079e-14,9.129016676985886e-14,1.9256269588189998e-13,6.787154671767814e-14,2.568347471051549e-13
163,8.348856339731816e-14,2.0355118612258288e-13,1.8861366435525346e-13,1.258213992413255e-13,1.5449209103986256e-13,1.9718211288179937e-13,7.148813841724017e-14,8.421178045181364e-14,1.7679549173874087e-13,6.16515502346054e-14,2.349902591786963e-13
164,7.706204395445038e-14,1.8641141530947272e-13,1.7301721006106363e-13,1.1546368979234619e-13,1.416992350382229e-13,1.8083387978064386e-13,6.598159293443869e-14,7.765698411982556e-14,1.6230045784778083e-13,5.601708872532705e-14,2.150127169344798e-13
165,7.111070829721536e-14,1.7072201626185814e-13,1.5870815153268488e-13,1.0596715179996861e-13,1.2996762923914347e-13,1.6584173957260303e-13,6.088269460045737e-14,7.159291363078838e-14,1.4898244491072103e-13,5.0912563262102034e-14,1.967475120239231e-13
166,6.560416900425325e-14,1.5636424491239897e-13,1.4558507505455593e-13,9.726184829039962e-14,1.1921256049194163e-13,1.5209779873075281e-13,5.616530010336513e-14,6.598764222504433e-14,1.3675183434728435e-13,4.6287555874546234e-14,1.800515370728619e-13
167,6.051307155928718e-14,1.432280265864327e-13,1.3355342262644717e-13,8.928303477616526e-14,1.0935527017192483e-13,1.3950164556836341e-13,5.180416875141649e-14,6.081039072926933e-14,1.2552453379955164e-13,4.2096380040551e-14,1.6479259425277297e-13
168,5.580924574924678e-14,1.3121153883251717e-13,1.225252537639759e-13,8.197087229964304e-14,1.003226947837551e-13,1.2796005037155416e-13,4.777508966355755e-14,5.603167703210031e-14,1.1522189461577868e-13,3.829766255344949e-14,1.5084877965956555e-13
169,5.146580890614943e-14,1.2022076856804562e-13,1.1241896667957667e-13,7.52701366780838e-14,9.204718491561533e-14,1.1738663111072674e-13,4.405496800857338e-14,5.162341580248637e-14,1.0577057018240418e-13,3.485395626684094e-14,1.3810785832031135e-13
170,4.745722990661597e-14,1.1016905630664631e-13,1.0315899220305408e-13,6.912992897086446e-14,8.446621145315626e-14,1.0770149744403341e-13,4.06218779041081e-14,4.7558977819977116e-14,9.710233062924174e-14,3.1731382776056643e-14,1.2646664141003052e-13
171,4.3759361513129346e-14,1.0097663746216367e-13,9.467547118379454e-14,6.350339104420904e-14,7.752206616470439e-14,9.883088318213013e-14,3.745508844674508e-14,4.38132168683673e-14,8.915384658460647e-14,2.889930378469866e-14,1.15830374567504e-13
172,4.034944747160978e-14,9.257018843210975e-14,8.690392391922613e-14,5.834742915887164e-14,7.116156225733474e-14,9.070677524901598e-14,3.4535068342060364e-14,4.036247089991678e-14,8.186645224517246e-14,2.6330019698499252e-14,1.0611214397607677e-13
173,3.720610975815333e-14,8.488238328022989e-14,7.978491831860643e-14,5.3622447725115716e-14,6.533573924123111e-14,8.326654539356762e-14,3.184347372961535e-14,3.718454309334708e-14,7.518589599547877e-14,2.3998493863039035e-14,9.723230505490924e-14
174,3.430932048157851e-14,7.7851465300926e-14,7.326374198854249e-14,4.929209473136001e-14,5.999957539314657e-14,7.645258943227091e-14,2.9363123039790333e-14,3.425866749082122e-14,6.906208511273101e-14,2.1882100798866342e-14,8.911793712765616e-14
175,3.1640362184579697e-14,7.142083650356663e-14,6.729008217111838e-14,4.532301983710594e-14,5.511171024793205e-14,7.02119775907744e-14,2.707796206715993e-14,3.1565463092680404e-14,6.344882967865635e-14,1.996039677190431e-14,8.170232624593368e-14
176,2.9181779631549744e-14,6.553866705419329e-14,6.181771643706844e-14,4.168464570659248e-14,5.063417884343872e-14,6.449611852114417e-14,2.4973021885834603e-14,2.9086879599117384e-14,5.830358965002145e-14,1.821491105688082e-14,7.492447739754243e-14
177,2.6917325612878958e-14,6.015752591595632e-14,5.6804216200120374e-14,3.834895283231926e-14,4.653215887382381e-14,5.92604387691648e-14,2.3034371756155546e-14,2.6806137401577377e-14,5.358722807692648e-14,1.6628956296988245e-14,6.872865658381435e-14
178,2.4831902822087302e-14,5.523403330203867e-14,5.221066444416203e-14,3.5290277840857404e-14,4.2773731448805834e-14,5.4464078821054294e-14,2.1249068768426178e-14,2.4707663930619842e-14,4.9263772671699724e-14,1.518745642672585e-14,6.306396267245239e-14
179,2.2911503462553212e-14,5.072853506711772e-14,4.8001388515186074e-14,3.2485125076323576e-14,3.932965579319839e-14,5.006960634618356e-14,1.960510562885295e-14,2.2777028049332998e-14,4.5300187292558133e-14,1.3876790700795475e-14,5.78839284915751e-14
180,2.1143147904867073e-14,4.660479878975183e-14,4.414370840339405e-14,2.9911991108238125e-14,3.6173157936518115e-14,4.604274684930908e-14,1.8091357706974193e-14,2.1000873831718064e-14,4.1666154392258433e-14,1.2684652455334652e-14,5.3146150302933706e-14
181,1.9514823435494746e-14,4.2829731017927246e-14,4.060770060689859e-14,2.755120170166875e-14,3.3279733222643484e-14,4.235213163346247e-14,1.6697530225289433e-14,1.9366854773986518e-14,3.8333869071331406e-14,1.1599921315176265e-14,4.881194455581488e-14
182,1.8015423904084282e-14,3.937311494536444e-14,3.736597741191475e-14,2.53847607110576e-14,3.062696230357975e-14,3.896906273685704e-14,1.5414106273273926e-14,1.786356924526422e-14,3.5277845051191247e-14,1.0612547649474958e-14,4.48460306603571e-14
183,1.6634690883995866e-14,3.6207367642332256e-14,3.43934812301501e-14,2.339621030844284e-14,2.8194340158824438e-14,3.586729433040491e-14,1.4232296164085968e-14,1.648049778504037e-14,3.247473262911159e-14,9.713448165884449e-15,4.1216238415109497e-14
184,1.5363156801969637e-14,3.330731586955572e-14,3.1667293491563875e-14,2.1570501926882667e-14,2.5963117595088253e-14,3.3022829935094345e-14,1.3143988517576811e-14,1.5207942691698457e-14,2.9903148482383185e-14,8.894411619091218e-15,3.789323866624153e-14
185,1.4192090363362286e-14,3.064998944702733e-14,2.916645748927028e-14,1.989387728639915e-14,2.391615462271689e-14,3.04137347310018e-14,1.2141703343098871e-14,1.4036970213713134e-14,2.7543517042114488e-14,8.148013691816694e-15,3.485029575473307e-14
186,1.3113444494191032e-14,2.8214431122833624e-14,2.6871814505330467e-14,1.835375886876846e-14,2.2037785069774168e-14,2.801996217406044e-14,1.1218547306547654e-14,1.2959355547944954e-14,2.5377923049151023e-14,7.467540184699456e-15,3.206304031479264e-14
187,1.2119806936648404e-14,2.5981521883746916e-14,2.4765852504590896e-14,1.6938649216542784e-14,2.0313691777274005e-14,2.5823194106407166e-14,1.036817129422378e-14,1.1967530763603095e-14,2.3389974828124703e-14,6.846917725368492e-15,2.9509261014823585e-14
188,1.1204353567276804e-14,2.3933820663554073e-14,2.2832566662949283e-14,1.563803844777566e-14,1.873079171571833e-14,2.38066935353138e-14,9.584730329048893e-15,1.105453570248037e-14,2.156467776431627e-14,6.28065127619496e-15,2.716871387592555e-14
189,1.0360804453764102e-14,2.205541743261818e-14,2.105733099191484e-14,1.4442319399631588e-14,1.7277130370542535e-14,2.1955169260349968e-14,8.862845849582405e-15,1.0213971852712405e-14,1.9888317436744672e-14,5.763767784666465e-15,2.5022947857757782e-14
190,9.58338262496828e-15,2.0331798689085543e-14,1.942678032920849e-14,1.3342709839303809e-14,1.594178475973587e-14,2.0254651544442783e-14,8.197570327355189e-15,9.439959152308666e-15,1.8348351845465972e-14,5.291765380062279e-15,2.3055145463977372e-14
191,8.866775497087785e-15,1.874972441575491e-14,1.79287019824004e-14,1.2331181208543968e-14,1.471477446841188e-14,1.8692378049087805e-14,7.58435417134752e-15,8.727095647604219e-15,1.693331216779591e-14,4.860567575175749e-15,2.124997718657011e-14
192,8.206098875258825e-15,1.7297115614535073e-14,1.655193633667e-14,1.140039339737065e-14,1.3586980111038404e-14,1.7256689284718584e-14,7.01901484847369e-15,8.0704199088788e-15,1.5632711484421133e-14,4.466481982549887e-15,1.959346867802383e-14
193,7.59686343271606e-15,1.596295158074965e-14,1.528628576670604e-14,1.0543635072501978e-14,1.2550068660624984e-14,1.5936932862099916e-14,6.49770813460853e-15,7.465376089185577e-15,1.443696092960392e-14,4.106163101109133e-15,1.8072879610657755e-14
194,7.034943557779813e-15,1.473717613097903e-14,1.4122431224908578e-14,9.754769116051817e-15,1.1596425114603392e-14,1.4723375868143033e-14,6.016901400776686e-15,6.907781501506577e-15,1.3337292738140864e-14,3.776578771526976e-15,1.6676593252246917e-14
195,6.516548451314414e-15,1.3610612049504665e-14,1.3051855912168327e-14,9.028182759605474e-15,1.0719089998292808e-14,1.360712472849817e-14,5.5733488327857644e-15,6.393796582772379e-15,1.2325689683824892e-14,3.47497993741672e-15,1.5394015855356374e-14
196,6.038195353073639e-15,1.2574883068957754e-14,1.2066775472517357e-14,8.358742027657149e-15,9.911702238272813e-15,1.2580051958643164e-14,5.1640684791833205e-15,5.919897110055311e-15,1.1394820428694057e-14,3.1988733846575098e-15,1.421548502377694e-14
197,5.5966847737892066e-15,1.1622342749835514e-14,1.116007418822254e-14,7.741750132102522e-15,9.168446968964201e-15,1.163472924439153e-14,4.7863210212249754e-15,5.482848533715051e-15,1.053798032836254e-14,2.945997163194051e-15,1.3132186282692749e-14
198,5.1890776103793805e-15,1.0746009670713154e-14,1.0325246686651394e-14,7.172909486112835e-15,8.484007865972144e-15,1.0764366331038252e-14,4.4375901591223035e-15,5.079682293762394e-15,9.749037265442657e-15,2.714298424707456e-15,1.2136077139273936e-14
199,4.812674023770656e-15,9.93950838596482e-15,9.556344704218567e-15,6.648287030907281e-15,7.853523628950434e-15,9.96275523750641e-15,4.115564510764896e-15,4.7076739887800395e-15,9.022382109920847e-15,2.5019134358529375e-15,1.1219817977132714e-14
200,4.464993962163439e-15,9.197015650396532e-15,8.847928485477347e-15,6.1642825928246486e-15,7.272548264719782e-15,9.2242193474965e-15,3.81812092207408e-15,4.364323270950665e-15,8.352883431894166e-15,2.307149550582358e-15,1.0376709181435176e-14
